# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
2224            	smoothSolver	2.32881390e-01	1.55550010e-01	1000	1.56943420e-01	3.52618610e-04	1	false	smoothSolver	9.92350500e-08	9.92350500e-08	0	true	smoothSolver	9.95937500e-08	9.95937500e-08	0	true	GAMG	3.92077840e-01	1.96460790e-03	3	true
2225            	smoothSolver	2.32762680e-01	1.55347370e-01	1000	1.54762890e-01	3.46352290e-04	1	false	smoothSolver	9.92350720e-08	9.92350720e-08	0	true	smoothSolver	9.95937470e-08	9.95937470e-08	0	true	GAMG	4.07582390e-01	2.06994110e-03	4	true
2226            	smoothSolver	2.34009810e-01	1.57349330e-01	1000	1.54054420e-01	3.41713400e-04	1	false	smoothSolver	9.92350980e-08	9.92350980e-08	0	true	smoothSolver	9.95936760e-08	9.95936760e-08	0	true	GAMG	3.49914250e-01	3.47545230e-03	4	true
2227            	smoothSolver	2.31242330e-01	1.56244140e-01	1000	1.61279240e-01	3.61433150e-04	1	false	smoothSolver	9.92351240e-08	9.92351240e-08	0	true	smoothSolver	9.95936840e-08	9.95936840e-08	0	true	GAMG	3.73117470e-01	2.28633020e-03	3	true
2228            	smoothSolver	2.29581870e-01	1.58924610e-01	1000	1.65910870e-01	3.71739530e-04	1	false	smoothSolver	9.92350840e-08	9.92350840e-08	0	true	smoothSolver	9.95937010e-08	9.95937010e-08	0	true	GAMG	3.77996330e-01	2.07255370e-03	3	true
2229            	smoothSolver	2.27375810e-01	1.56116590e-01	1000	1.65749960e-01	3.70130190e-04	1	false	smoothSolver	9.92350830e-08	9.92350830e-08	0	true	smoothSolver	9.95937340e-08	9.95937340e-08	0	true	GAMG	3.79647340e-01	2.49701520e-03	3	true
2230            	smoothSolver	2.27489140e-01	1.58753460e-01	1000	1.64402230e-01	3.65900610e-04	1	false	smoothSolver	9.92350780e-08	9.92350780e-08	0	true	smoothSolver	9.95937090e-08	9.95937090e-08	0	true	GAMG	3.60746990e-01	1.81701500e-03	3	true
2231            	smoothSolver	2.31588850e-01	1.57714710e-01	1000	1.62790190e-01	3.62864470e-04	1	false	smoothSolver	9.92350960e-08	9.92350960e-08	0	true	smoothSolver	9.95937090e-08	9.95937090e-08	0	true	GAMG	3.56589870e-01	2.76989900e-03	4	true
2232            	smoothSolver	2.36595440e-01	1.58564310e-01	1000	1.62312700e-01	3.54777610e-04	1	false	smoothSolver	9.92350630e-08	9.92350630e-08	0	true	smoothSolver	9.95937220e-08	9.95937220e-08	0	true	GAMG	2.93006110e-01	2.86753960e-03	4	true
2233            	smoothSolver	2.31898550e-01	1.57629450e-01	1000	1.63677010e-01	3.54819490e-04	1	false	smoothSolver	9.92350970e-08	9.92350970e-08	0	true	smoothSolver	9.95937130e-08	9.95937130e-08	0	true	GAMG	3.47323130e-01	1.06894280e-03	5	true
2234            	smoothSolver	2.30186010e-01	1.56648300e-01	1000	1.65338110e-01	3.58834000e-04	1	false	smoothSolver	9.92350860e-08	9.92350860e-08	0	true	smoothSolver	9.95937320e-08	9.95937320e-08	0	true	GAMG	3.52904160e-01	3.23054350e-03	3	true
2235            	smoothSolver	2.34025420e-01	1.57806800e-01	1000	1.63442890e-01	3.55954830e-04	1	false	smoothSolver	9.92350860e-08	9.92350860e-08	0	true	smoothSolver	9.95936460e-08	9.95936460e-08	0	true	GAMG	3.29658920e-01	1.37153680e-03	4	true
2236            	smoothSolver	2.32771400e-01	1.61558820e-01	1000	1.64962450e-01	3.64641020e-04	1	false	smoothSolver	9.92350910e-08	9.92350910e-08	0	true	smoothSolver	9.95937220e-08	9.95937220e-08	0	true	GAMG	3.70281930e-01	2.50924640e-03	4	true
2237            	smoothSolver	2.32250320e-01	1.59344420e-01	1000	1.63385840e-01	3.66070670e-04	1	false	smoothSolver	9.92350830e-08	9.92350830e-08	0	true	smoothSolver	9.95936820e-08	9.95936820e-08	0	true	GAMG	3.78361380e-01	2.81781280e-03	3	true
2238            	smoothSolver	2.30483280e-01	1.58763050e-01	1000	1.58916250e-01	3.58226430e-04	1	false	smoothSolver	9.92350850e-08	9.92350850e-08	0	true	smoothSolver	9.95937220e-08	9.95937220e-08	0	true	GAMG	3.81222870e-01	2.97558450e-03	3	true
2239            	smoothSolver	2.28962570e-01	1.58103020e-01	1000	1.59584120e-01	3.56273120e-04	1	false	smoothSolver	9.92351140e-08	9.92351140e-08	0	true	smoothSolver	9.95936930e-08	9.95936930e-08	0	true	GAMG	3.98259450e-01	2.41258490e-03	3	true
2240            	smoothSolver	2.35251250e-01	1.55521800e-01	1000	1.61001380e-01	3.56701500e-04	1	false	smoothSolver	9.92351210e-08	9.92351210e-08	0	true	smoothSolver	9.95937230e-08	9.95937230e-08	0	true	GAMG	3.97447810e-01	2.49156120e-03	3	true
2241            	smoothSolver	2.26165970e-01	1.56814680e-01	1000	1.60197350e-01	3.55594110e-04	1	false	smoothSolver	9.92351160e-08	9.92351160e-08	0	true	smoothSolver	9.95937280e-08	9.95937280e-08	0	true	GAMG	3.86715830e-01	2.28560550e-03	3	true
2242            	smoothSolver	2.25813950e-01	1.56555230e-01	1000	1.59918600e-01	3.52848170e-04	1	false	smoothSolver	9.92351220e-08	9.92351220e-08	0	true	smoothSolver	9.95937100e-08	9.95937100e-08	0	true	GAMG	3.75364920e-01	1.75617350e-03	3	true
2243            	smoothSolver	2.24907170e-01	1.56134520e-01	1000	1.58597230e-01	3.52074350e-04	1	false	smoothSolver	9.92350980e-08	9.92350980e-08	0	true	smoothSolver	9.95936960e-08	9.95936960e-08	0	true	GAMG	3.84255550e-01	2.13816830e-03	3	true
2244            	smoothSolver	2.25913700e-01	1.53737150e-01	1000	1.55461630e-01	3.38811680e-04	1	false	smoothSolver	9.92351360e-08	9.92351360e-08	0	true	smoothSolver	9.95937400e-08	9.95937400e-08	0	true	GAMG	3.79901540e-01	2.75559090e-03	3	true
2245            	smoothSolver	2.24814050e-01	1.54129960e-01	1000	1.54895520e-01	3.40815760e-04	1	false	smoothSolver	9.92351200e-08	9.92351200e-08	0	true	smoothSolver	9.95937600e-08	9.95937600e-08	0	true	GAMG	3.88151820e-01	2.01491180e-03	3	true
2246            	smoothSolver	2.26702260e-01	1.51780140e-01	1000	1.54126440e-01	3.41305960e-04	1	false	smoothSolver	9.92350730e-08	9.92350730e-08	0	true	smoothSolver	9.95937270e-08	9.95937270e-08	0	true	GAMG	3.73961090e-01	2.93545130e-03	3	true
2247            	smoothSolver	2.29441940e-01	1.52901960e-01	1000	1.56348900e-01	3.52870070e-04	1	false	smoothSolver	9.92350650e-08	9.92350650e-08	0	true	smoothSolver	9.95936730e-08	9.95936730e-08	0	true	GAMG	3.47815860e-01	2.32730320e-03	3	true
2248            	smoothSolver	2.25520520e-01	1.55002570e-01	1000	1.53109680e-01	3.41357530e-04	1	false	smoothSolver	9.92350320e-08	9.92350320e-08	0	true	smoothSolver	9.95937100e-08	9.95937100e-08	0	true	GAMG	3.29109590e-01	2.93638000e-03	3	true
2249            	smoothSolver	2.29368670e-01	1.53677180e-01	1000	1.54109460e-01	3.42027370e-04	1	false	smoothSolver	9.92350320e-08	9.92350320e-08	0	true	smoothSolver	9.95937150e-08	9.95937150e-08	0	true	GAMG	3.72038390e-01	2.47839440e-03	3	true
2250            	smoothSolver	2.22014840e-01	1.52002440e-01	1000	1.54713840e-01	3.42283910e-04	1	false	smoothSolver	9.92350870e-08	9.92350870e-08	0	true	smoothSolver	9.95936600e-08	9.95936600e-08	0	true	GAMG	3.75943110e-01	2.19876420e-03	3	true
2251            	smoothSolver	2.23603050e-01	1.55638010e-01	1000	1.55472980e-01	3.49194310e-04	1	false	smoothSolver	9.92350610e-08	9.92350610e-08	0	true	smoothSolver	9.95936750e-08	9.95936750e-08	0	true	GAMG	3.46546480e-01	2.17083500e-03	4	true
2252            	smoothSolver	2.21822910e-01	1.53862050e-01	1000	1.52709340e-01	3.46965900e-04	1	false	smoothSolver	9.92350760e-08	9.92350760e-08	0	true	smoothSolver	9.95937170e-08	9.95937170e-08	0	true	GAMG	4.04249120e-01	3.90456810e-03	4	true
2253            	smoothSolver	2.28531460e-01	1.53376350e-01	1000	1.53486030e-01	3.54147900e-04	1	false	smoothSolver	9.92350720e-08	9.92350720e-08	0	true	smoothSolver	9.95936870e-08	9.95936870e-08	0	true	GAMG	3.28933200e-01	1.79048040e-03	4	true
2254            	smoothSolver	2.22148280e-01	1.51121680e-01	1000	1.52892560e-01	3.52717710e-04	1	false	smoothSolver	9.92350770e-08	9.92350770e-08	0	true	smoothSolver	9.95937070e-08	9.95937070e-08	0	true	GAMG	3.67549040e-01	2.91492970e-03	3	true
2255            	smoothSolver	2.21521560e-01	1.48892860e-01	1000	1.58998670e-01	3.57413190e-04	1	false	smoothSolver	9.92350910e-08	9.92350910e-08	0	true	smoothSolver	9.95937140e-08	9.95937140e-08	0	true	GAMG	3.96154230e-01	2.24932000e-03	3	true
2256            	smoothSolver	2.18423760e-01	1.49368470e-01	1000	1.62805570e-01	3.66344930e-04	1	false	smoothSolver	9.92351390e-08	9.92351390e-08	0	true	smoothSolver	9.95937090e-08	9.95937090e-08	0	true	GAMG	3.97814740e-01	2.01370700e-03	3	true
2257            	smoothSolver	2.18615430e-01	1.49583990e-01	1000	1.65342850e-01	3.71246350e-04	1	false	smoothSolver	9.92350800e-08	9.92350800e-08	0	true	smoothSolver	9.95937100e-08	9.95937100e-08	0	true	GAMG	3.91497130e-01	3.19066850e-03	3	true
2258            	smoothSolver	2.15108590e-01	1.50365640e-01	1000	1.62451940e-01	3.66841710e-04	1	false	smoothSolver	9.92351020e-08	9.92351020e-08	0	true	smoothSolver	9.95937440e-08	9.95937440e-08	0	true	GAMG	3.69436360e-01	3.40297740e-03	3	true
2259            	smoothSolver	2.20374760e-01	1.50117950e-01	1000	1.62487190e-01	3.63832720e-04	1	false	smoothSolver	9.92351150e-08	9.92351150e-08	0	true	smoothSolver	9.95937520e-08	9.95937520e-08	0	true	GAMG	3.57627560e-01	2.43648040e-03	3	true
2260            	smoothSolver	2.20377540e-01	1.51492570e-01	1000	1.65428420e-01	3.70418590e-04	1	false	smoothSolver	9.92351030e-08	9.92351030e-08	0	true	smoothSolver	9.95936820e-08	9.95936820e-08	0	true	GAMG	3.63149810e-01	2.07849870e-03	3	true
2261            	smoothSolver	2.16087860e-01	1.49676600e-01	1000	1.68468340e-01	3.83295240e-04	1	false	smoothSolver	9.92350590e-08	9.92350590e-08	0	true	smoothSolver	9.95937240e-08	9.95937240e-08	0	true	GAMG	3.50543030e-01	2.98471180e-03	3	true
2262            	smoothSolver	2.18974460e-01	1.48097200e-01	1000	1.68410020e-01	3.84995970e-04	1	false	smoothSolver	9.92351450e-08	9.92351450e-08	0	true	smoothSolver	9.95936750e-08	9.95936750e-08	0	true	GAMG	3.72820370e-01	2.04379450e-03	3	true
2263            	smoothSolver	2.18574960e-01	1.51014970e-01	1000	1.63462680e-01	3.68011130e-04	1	false	smoothSolver	9.92351020e-08	9.92351020e-08	0	true	smoothSolver	9.95936910e-08	9.95936910e-08	0	true	GAMG	3.76910250e-01	3.26633900e-03	3	true
2264            	smoothSolver	2.15468780e-01	1.48450460e-01	1000	1.61137110e-01	3.59977590e-04	1	false	smoothSolver	9.92350640e-08	9.92350640e-08	0	true	smoothSolver	9.95936980e-08	9.95936980e-08	0	true	GAMG	3.61991140e-01	2.34940440e-03	3	true
2265            	smoothSolver	2.16804330e-01	1.49041420e-01	1000	1.56677750e-01	3.46078000e-04	1	false	smoothSolver	9.92350540e-08	9.92350540e-08	0	true	smoothSolver	9.95937060e-08	9.95937060e-08	0	true	GAMG	3.53015200e-01	3.27890470e-03	3	true
2266            	smoothSolver	2.20459980e-01	1.50473370e-01	1000	1.54936980e-01	3.45589740e-04	1	false	smoothSolver	9.92350690e-08	9.92350690e-08	0	true	smoothSolver	9.95937280e-08	9.95937280e-08	0	true	GAMG	3.31999550e-01	1.80037910e-03	3	true
2267            	smoothSolver	2.20254240e-01	1.48947460e-01	1000	1.55513470e-01	3.53686970e-04	1	false	smoothSolver	9.92350830e-08	9.92350830e-08	0	true	smoothSolver	9.95936910e-08	9.95936910e-08	0	true	GAMG	3.23754330e-01	2.41773190e-03	3	true
2268            	smoothSolver	2.20731450e-01	1.51067040e-01	1000	1.53566210e-01	3.49564940e-04	1	false	smoothSolver	9.92350930e-08	9.92350930e-08	0	true	smoothSolver	9.95937300e-08	9.95937300e-08	0	true	GAMG	3.61527970e-01	2.58616070e-03	3	true
2269            	smoothSolver	2.18973450e-01	1.50607580e-01	1000	1.54610610e-01	3.56969100e-04	1	false	smoothSolver	9.92351050e-08	9.92351050e-08	0	true	smoothSolver	9.95936640e-08	9.95936640e-08	0	true	GAMG	3.38337100e-01	2.45603650e-03	3	true
2270            	smoothSolver	2.18930740e-01	1.49304950e-01	1000	1.51063330e-01	3.46877590e-04	1	false	smoothSolver	9.92351000e-08	9.92351000e-08	0	true	smoothSolver	9.95937120e-08	9.95937120e-08	0	true	GAMG	3.70840100e-01	2.09596130e-03	3	true
2271            	smoothSolver	2.18491880e-01	1.48662410e-01	1000	1.48178580e-01	3.33578980e-04	1	false	smoothSolver	9.92351060e-08	9.92351060e-08	0	true	smoothSolver	9.95937590e-08	9.95937590e-08	0	true	GAMG	3.76652620e-01	3.28391100e-03	3	true
2272            	smoothSolver	2.17660110e-01	1.48917800e-01	1000	1.47179350e-01	3.35199260e-04	1	false	smoothSolver	9.92351310e-08	9.92351310e-08	0	true	smoothSolver	9.95937060e-08	9.95937060e-08	0	true	GAMG	3.40681450e-01	3.20792490e-03	3	true
2273            	smoothSolver	2.18723350e-01	1.49833730e-01	1000	1.47978270e-01	3.38357920e-04	1	false	smoothSolver	9.92351170e-08	9.92351170e-08	0	true	smoothSolver	9.95937240e-08	9.95937240e-08	0	true	GAMG	3.85119310e-01	2.37582960e-03	3	true
2274            	smoothSolver	2.18588770e-01	1.51981550e-01	1000	1.50722950e-01	3.49647570e-04	1	false	smoothSolver	9.92350760e-08	9.92350760e-08	0	true	smoothSolver	9.95936650e-08	9.95936650e-08	0	true	GAMG	3.89766110e-01	2.31504850e-03	3	true
2275            	smoothSolver	2.19100670e-01	1.51199390e-01	1000	1.55525510e-01	3.50186310e-04	1	false	smoothSolver	9.92350750e-08	9.92350750e-08	0	true	smoothSolver	9.95937250e-08	9.95937250e-08	0	true	GAMG	3.84903590e-01	3.02983040e-03	3	true
2276            	smoothSolver	2.17212960e-01	1.50774480e-01	1000	1.53457910e-01	3.43427210e-04	1	false	smoothSolver	9.92351290e-08	9.92351290e-08	0	true	smoothSolver	9.95936720e-08	9.95936720e-08	0	true	GAMG	3.75349760e-01	2.86244870e-03	3	true
2277            	smoothSolver	2.18315960e-01	1.49762020e-01	1000	1.55150070e-01	3.49164430e-04	1	false	smoothSolver	9.92351160e-08	9.92351160e-08	0	true	smoothSolver	9.95936830e-08	9.95936830e-08	0	true	GAMG	3.93171650e-01	2.56753110e-03	3	true
2278            	smoothSolver	2.19809820e-01	1.49181750e-01	1000	1.56952910e-01	3.54570220e-04	1	false	smoothSolver	9.92350740e-08	9.92350740e-08	0	true	smoothSolver	9.95937470e-08	9.95937470e-08	0	true	GAMG	3.74341780e-01	2.19394630e-03	3	true
2279            	smoothSolver	2.20180030e-01	1.49187250e-01	1000	1.59694720e-01	3.61388660e-04	1	false	smoothSolver	9.92350930e-08	9.92350930e-08	0	true	smoothSolver	9.95936640e-08	9.95936640e-08	0	true	GAMG	3.88866400e-01	2.18533530e-03	3	true
2280            	smoothSolver	2.20616810e-01	1.49266390e-01	1000	1.64032660e-01	3.65411430e-04	1	false	smoothSolver	9.92350770e-08	9.92350770e-08	0	true	smoothSolver	9.95936500e-08	9.95936500e-08	0	true	GAMG	3.98206620e-01	2.48191490e-03	3	true
2281            	smoothSolver	2.18079650e-01	1.50620470e-01	1000	1.62774280e-01	3.64134060e-04	1	false	smoothSolver	9.92350920e-08	9.92350920e-08	0	true	smoothSolver	9.95936560e-08	9.95936560e-08	0	true	GAMG	3.67297160e-01	2.16776440e-03	4	true
2282            	smoothSolver	2.19135860e-01	1.52987320e-01	1000	1.63898370e-01	3.70260460e-04	1	false	smoothSolver	9.92351040e-08	9.92351040e-08	0	true	smoothSolver	9.95936860e-08	9.95936860e-08	0	true	GAMG	3.62706610e-01	2.87458710e-03	3	true
2283            	smoothSolver	2.20258760e-01	1.54164630e-01	1000	1.62137430e-01	3.64398380e-04	1	false	smoothSolver	9.92351130e-08	9.92351130e-08	0	true	smoothSolver	9.95937380e-08	9.95937380e-08	0	true	GAMG	3.46768870e-01	2.00469640e-03	3	true
2284            	smoothSolver	2.18563670e-01	1.54226830e-01	1000	1.64848210e-01	3.67856260e-04	1	false	smoothSolver	9.92350480e-08	9.92350480e-08	0	true	smoothSolver	9.95936720e-08	9.95936720e-08	0	true	GAMG	3.53109790e-01	3.14945280e-03	3	true
2285            	smoothSolver	2.23406110e-01	1.53689130e-01	1000	1.70434990e-01	3.76501370e-04	1	false	smoothSolver	9.92350950e-08	9.92350950e-08	0	true	smoothSolver	9.95936680e-08	9.95936680e-08	0	true	GAMG	3.84602800e-01	3.31218480e-03	3	true
2286            	smoothSolver	2.27453010e-01	1.51730470e-01	1000	1.70159810e-01	3.80218810e-04	1	false	smoothSolver	9.92351440e-08	9.92351440e-08	0	true	smoothSolver	9.95936950e-08	9.95936950e-08	0	true	GAMG	3.32788470e-01	3.10126610e-03	3	true
2287            	smoothSolver	2.20530090e-01	1.53076560e-01	1000	1.69262470e-01	3.80092280e-04	1	false	smoothSolver	9.92351560e-08	9.92351560e-08	0	true	smoothSolver	9.95937380e-08	9.95937380e-08	0	true	GAMG	3.76216990e-01	2.40764860e-03	3	true
2288            	smoothSolver	2.20177340e-01	1.52149280e-01	1000	1.68043470e-01	3.78803480e-04	1	false	smoothSolver	9.92350660e-08	9.92350660e-08	0	true	smoothSolver	9.95937830e-08	9.95937830e-08	0	true	GAMG	3.95086640e-01	2.66384290e-03	3	true
2289            	smoothSolver	2.17818650e-01	1.51680620e-01	1000	1.63005900e-01	3.65644510e-04	1	false	smoothSolver	9.92351010e-08	9.92351010e-08	0	true	smoothSolver	9.95937730e-08	9.95937730e-08	0	true	GAMG	3.61179510e-01	2.28654880e-03	4	true
2290            	smoothSolver	2.24569100e-01	1.49802590e-01	1000	1.59912600e-01	3.50157510e-04	1	false	smoothSolver	9.92351110e-08	9.92351110e-08	0	true	smoothSolver	9.95937470e-08	9.95937470e-08	0	true	GAMG	3.25266500e-01	2.25522490e-03	4	true
2291            	smoothSolver	2.27624260e-01	1.50760260e-01	1000	1.64422500e-01	3.60616450e-04	1	false	smoothSolver	9.92351390e-08	9.92351390e-08	0	true	smoothSolver	9.95937110e-08	9.95937110e-08	0	true	GAMG	3.82292870e-01	1.89600440e-03	3	true
2292            	smoothSolver	2.22425170e-01	1.51841600e-01	1000	1.68154530e-01	3.70788310e-04	1	false	smoothSolver	9.92351570e-08	9.92351570e-08	0	true	smoothSolver	9.95937130e-08	9.95937130e-08	0	true	GAMG	3.83330450e-01	1.85118570e-03	3	true
2293            	smoothSolver	2.20667500e-01	1.52579520e-01	1000	1.65230220e-01	3.63545140e-04	1	false	smoothSolver	9.92351470e-08	9.92351470e-08	0	true	smoothSolver	9.95937390e-08	9.95937390e-08	0	true	GAMG	3.73782590e-01	2.59796740e-03	3	true
2294            	smoothSolver	2.23774910e-01	1.53126610e-01	1000	1.61162480e-01	3.61039330e-04	1	false	smoothSolver	9.92350910e-08	9.92350910e-08	0	true	smoothSolver	9.95937320e-08	9.95937320e-08	0	true	GAMG	3.63345920e-01	2.83614430e-03	3	true
2295            	smoothSolver	2.23355120e-01	1.52101320e-01	1000	1.60278260e-01	3.63052470e-04	1	false	smoothSolver	9.92350540e-08	9.92350540e-08	0	true	smoothSolver	9.95937140e-08	9.95937140e-08	0	true	GAMG	3.76603420e-01	2.22941530e-03	3	true
2296            	smoothSolver	2.20648980e-01	1.52437540e-01	1000	1.61850240e-01	3.67225450e-04	1	false	smoothSolver	9.92350730e-08	9.92350730e-08	0	true	smoothSolver	9.95937130e-08	9.95937130e-08	0	true	GAMG	3.75568940e-01	2.74007570e-03	3	true
2297            	smoothSolver	2.22565200e-01	1.52973020e-01	1000	1.55633890e-01	3.49358490e-04	1	false	smoothSolver	9.92351220e-08	9.92351220e-08	0	true	smoothSolver	9.95937190e-08	9.95937190e-08	0	true	GAMG	3.54564160e-01	3.42361540e-03	3	true
2298            	smoothSolver	2.21017680e-01	1.50266460e-01	1000	1.52186510e-01	3.37431780e-04	1	false	smoothSolver	9.92351190e-08	9.92351190e-08	0	true	smoothSolver	9.95937260e-08	9.95937260e-08	0	true	GAMG	3.97258470e-01	3.40068930e-03	3	true
2299            	smoothSolver	2.22220250e-01	1.51761950e-01	1000	1.51626080e-01	3.35882480e-04	1	false	smoothSolver	9.92350950e-08	9.92350950e-08	0	true	smoothSolver	9.95937460e-08	9.95937460e-08	0	true	GAMG	3.82294710e-01	3.44609420e-03	3	true
2300            	smoothSolver	2.21058280e-01	1.52278580e-01	1000	1.51552660e-01	3.37686870e-04	1	false	smoothSolver	9.92351150e-08	9.92351150e-08	0	true	smoothSolver	9.95937020e-08	9.95937020e-08	0	true	GAMG	3.37087960e-01	2.24835290e-03	4	true
2301            	smoothSolver	2.22145350e-01	1.51826140e-01	1000	1.53662520e-01	3.39671830e-04	1	false	smoothSolver	9.92351260e-08	9.92351260e-08	0	true	smoothSolver	9.95937010e-08	9.95937010e-08	0	true	GAMG	3.94651380e-01	3.07685140e-03	4	true
2302            	smoothSolver	2.21484210e-01	1.52040130e-01	1000	1.58034370e-01	3.53090960e-04	1	false	smoothSolver	9.92350950e-08	9.92350950e-08	0	true	smoothSolver	9.95936820e-08	9.95936820e-08	0	true	GAMG	3.31941710e-01	1.66615010e-03	3	true
2303            	smoothSolver	2.20663210e-01	1.52585170e-01	1000	1.54917570e-01	3.45324980e-04	1	false	smoothSolver	9.92350840e-08	9.92350840e-08	0	true	smoothSolver	9.95937090e-08	9.95937090e-08	0	true	GAMG	3.30344290e-01	2.59837140e-03	3	true
2304            	smoothSolver	2.19119120e-01	1.48938290e-01	1000	1.50103390e-01	3.34166540e-04	1	false	smoothSolver	9.92351490e-08	9.92351490e-08	0	true	smoothSolver	9.95936960e-08	9.95936960e-08	0	true	GAMG	3.50039950e-01	1.72210870e-03	3	true
2305            	smoothSolver	2.16940970e-01	1.50315040e-01	1000	1.49365530e-01	3.41743240e-04	1	false	smoothSolver	9.92351580e-08	9.92351580e-08	0	true	smoothSolver	9.95937100e-08	9.95937100e-08	0	true	GAMG	3.50578680e-01	2.96109000e-03	3	true
2306            	smoothSolver	2.20341890e-01	1.50026660e-01	1000	1.47300250e-01	3.37311210e-04	1	false	smoothSolver	9.92351420e-08	9.92351420e-08	0	true	smoothSolver	9.95937400e-08	9.95937400e-08	0	true	GAMG	3.70794770e-01	2.00604120e-03	3	true
2307            	smoothSolver	2.17697120e-01	1.49699990e-01	1000	1.43388790e-01	3.25408320e-04	1	false	smoothSolver	9.92351030e-08	9.92351030e-08	0	true	smoothSolver	9.95937140e-08	9.95937140e-08	0	true	GAMG	3.73171740e-01	3.44025170e-03	3	true
2308            	smoothSolver	2.20221880e-01	1.49143590e-01	1000	1.46038470e-01	3.28181090e-04	1	false	smoothSolver	9.92351390e-08	9.92351390e-08	0	true	smoothSolver	9.95936930e-08	9.95936930e-08	0	true	GAMG	3.33966470e-01	3.03864180e-03	3	true
2309            	smoothSolver	2.20870600e-01	1.47532440e-01	1000	1.48321910e-01	3.36561830e-04	1	false	smoothSolver	9.92350910e-08	9.92350910e-08	0	true	smoothSolver	9.95937160e-08	9.95937160e-08	0	true	GAMG	3.76461300e-01	2.68752610e-03	3	true
2310            	smoothSolver	2.17403820e-01	1.51094420e-01	1000	1.51181950e-01	3.45799250e-04	1	false	smoothSolver	9.92351350e-08	9.92351350e-08	0	true	smoothSolver	9.95937720e-08	9.95937720e-08	0	true	GAMG	4.08608220e-01	2.83271130e-03	3	true
2311            	smoothSolver	2.14899330e-01	1.48969220e-01	1000	1.53795390e-01	3.48137470e-04	1	false	smoothSolver	9.92350900e-08	9.92350900e-08	0	true	smoothSolver	9.95937040e-08	9.95937040e-08	0	true	GAMG	4.00614230e-01	2.75120000e-03	3	true
2312            	smoothSolver	2.14411000e-01	1.51171450e-01	1000	1.51273140e-01	3.40108040e-04	1	false	smoothSolver	9.92350980e-08	9.92350980e-08	0	true	smoothSolver	9.95936830e-08	9.95936830e-08	0	true	GAMG	4.06384620e-01	3.13622890e-03	3	true
2313            	smoothSolver	2.21714110e-01	1.48253460e-01	1000	1.49970190e-01	3.40640610e-04	1	false	smoothSolver	9.92351330e-08	9.92351330e-08	0	true	smoothSolver	9.95936720e-08	9.95936720e-08	0	true	GAMG	3.82600920e-01	3.00885920e-03	3	true
2314            	smoothSolver	2.20689690e-01	1.47641950e-01	1000	1.52377770e-01	3.49480450e-04	1	false	smoothSolver	9.92351060e-08	9.92351060e-08	0	true	smoothSolver	9.95936740e-08	9.95936740e-08	0	true	GAMG	3.58083730e-01	3.08279410e-03	3	true
2315            	smoothSolver	2.18618600e-01	1.50473990e-01	1000	1.52698080e-01	3.49868050e-04	1	false	smoothSolver	9.92350800e-08	9.92350800e-08	0	true	smoothSolver	9.95937440e-08	9.95937440e-08	0	true	GAMG	3.72189250e-01	3.39023750e-03	3	true
2316            	smoothSolver	2.17109630e-01	1.49001460e-01	1000	1.51776330e-01	3.49292150e-04	1	false	smoothSolver	9.92351150e-08	9.92351150e-08	0	true	smoothSolver	9.95937080e-08	9.95937080e-08	0	true	GAMG	4.01087680e-01	2.71979890e-03	3	true
2317            	smoothSolver	2.15168800e-01	1.50395740e-01	1000	1.47452750e-01	3.42895590e-04	1	false	smoothSolver	9.92350920e-08	9.92350920e-08	0	true	smoothSolver	9.95937060e-08	9.95937060e-08	0	true	GAMG	3.89962120e-01	1.63871530e-03	3	true
2318            	smoothSolver	2.22007840e-01	1.49500660e-01	1000	1.43379010e-01	3.27074980e-04	1	false	smoothSolver	9.92350490e-08	9.92350490e-08	0	true	smoothSolver	9.95937250e-08	9.95937250e-08	0	true	GAMG	3.93987760e-01	2.82215290e-03	3	true
2319            	smoothSolver	2.17091790e-01	1.50841540e-01	1000	1.44716330e-01	3.33218290e-04	1	false	smoothSolver	9.92350330e-08	9.92350330e-08	0	true	smoothSolver	9.95937130e-08	9.95937130e-08	0	true	GAMG	3.79643340e-01	2.54083130e-03	3	true
2320            	smoothSolver	2.20580050e-01	1.48975890e-01	1000	1.46387060e-01	3.39641750e-04	1	false	smoothSolver	9.92350440e-08	9.92350440e-08	0	true	smoothSolver	9.95937530e-08	9.95937530e-08	0	true	GAMG	3.84384550e-01	3.12439680e-03	3	true
2321            	smoothSolver	2.21223440e-01	1.50875670e-01	1000	1.49032900e-01	3.37927550e-04	1	false	smoothSolver	9.92350910e-08	9.92350910e-08	0	true	smoothSolver	9.95937350e-08	9.95937350e-08	0	true	GAMG	3.47280040e-01	1.98195700e-03	3	true
2322            	smoothSolver	2.21551190e-01	1.51684260e-01	1000	1.50236980e-01	3.45287860e-04	1	false	smoothSolver	9.92350640e-08	9.92350640e-08	0	true	smoothSolver	9.95937200e-08	9.95937200e-08	0	true	GAMG	3.38882970e-01	2.48540190e-03	4	true
