# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
280             	smoothSolver	3.32368650e-01	2.28297800e-01	1000	2.00050280e-01	4.60785270e-04	1	false	smoothSolver	1.89742900e-05	1.23782840e-06	1	true	smoothSolver	1.89990090e-05	1.23968340e-06	1	true	GAMG	5.04072030e-01	4.77085900e-03	3	true
281             	smoothSolver	3.35199870e-01	2.23121240e-01	1000	2.02381630e-01	4.64200660e-04	1	false	smoothSolver	1.89338980e-05	1.23506600e-06	1	true	smoothSolver	1.89588820e-05	1.23693820e-06	1	true	GAMG	5.61661040e-01	3.88991760e-03	3	true
282             	smoothSolver	3.32142310e-01	2.26030260e-01	1000	1.99020770e-01	4.54545570e-04	1	false	smoothSolver	1.88921740e-05	1.23234420e-06	1	true	smoothSolver	1.89174280e-05	1.23423420e-06	1	true	GAMG	5.74052480e-01	2.35721250e-03	4	true
283             	smoothSolver	3.30646270e-01	2.26484960e-01	1000	1.96810590e-01	4.46066140e-04	1	false	smoothSolver	1.88511390e-05	1.22957130e-06	1	true	smoothSolver	1.88766710e-05	1.23147780e-06	1	true	GAMG	5.07735380e-01	2.09601940e-03	4	true
284             	smoothSolver	3.35710910e-01	2.21328150e-01	1000	1.95052190e-01	4.41417650e-04	1	false	smoothSolver	1.88089960e-05	1.22688720e-06	1	true	smoothSolver	1.88347890e-05	1.22881080e-06	1	true	GAMG	4.64705430e-01	2.35160360e-03	4	true
285             	smoothSolver	3.41548680e-01	2.29513640e-01	1000	1.92604500e-01	4.38532470e-04	1	false	smoothSolver	1.87683100e-05	1.22409400e-06	1	true	smoothSolver	1.87943680e-05	1.22603340e-06	1	true	GAMG	4.06637050e-01	3.55758260e-03	3	true
286             	smoothSolver	3.32144760e-01	2.28117020e-01	1000	1.92681140e-01	4.37685300e-04	1	false	smoothSolver	1.87256100e-05	1.22136700e-06	1	true	smoothSolver	1.87519170e-05	1.22332290e-06	1	true	GAMG	4.30741700e-01	2.54791620e-03	3	true
287             	smoothSolver	3.39410310e-01	2.27368390e-01	1000	2.00491690e-01	4.63461370e-04	1	false	smoothSolver	1.86837940e-05	1.21852750e-06	1	true	smoothSolver	1.87103590e-05	1.22049820e-06	1	true	GAMG	4.15897150e-01	2.96448840e-03	3	true
288             	smoothSolver	3.45950130e-01	2.27596790e-01	1000	2.09417190e-01	4.93584320e-04	1	false	smoothSolver	1.86403380e-05	1.21568990e-06	1	true	smoothSolver	1.86671380e-05	1.21767650e-06	1	true	GAMG	4.06163740e-01	3.03337440e-03	3	true
289             	smoothSolver	3.41500420e-01	2.26905400e-01	1000	2.08153830e-01	4.83708770e-04	1	false	smoothSolver	1.85968280e-05	1.21280000e-06	1	true	smoothSolver	1.86238780e-05	1.21480040e-06	1	true	GAMG	4.22375330e-01	4.19883700e-03	3	true
290             	smoothSolver	3.35244470e-01	2.24724930e-01	1000	2.03811050e-01	4.68394250e-04	1	false	smoothSolver	1.85526630e-05	1.20990590e-06	1	true	smoothSolver	1.85799300e-05	1.21192120e-06	1	true	GAMG	5.09722180e-01	3.36325060e-03	4	true
291             	smoothSolver	3.44293260e-01	2.28039220e-01	1000	2.00458590e-01	4.59738310e-04	1	false	smoothSolver	1.85083380e-05	1.20697120e-06	1	true	smoothSolver	1.85358410e-05	1.20900000e-06	1	true	GAMG	4.98519850e-01	3.51953030e-03	5	true
292             	smoothSolver	3.45926210e-01	2.20738520e-01	1000	1.96797750e-01	4.41177620e-04	1	false	smoothSolver	1.84634890e-05	1.20397960e-06	1	true	smoothSolver	1.84912090e-05	1.20602220e-06	1	true	GAMG	3.80888010e-01	2.26349550e-03	4	true
293             	smoothSolver	3.35563110e-01	2.28157160e-01	1000	1.97248530e-01	4.43725470e-04	1	false	smoothSolver	1.84176170e-05	1.20092990e-06	1	true	smoothSolver	1.84455580e-05	1.20298640e-06	1	true	GAMG	4.30478770e-01	1.64891580e-03	4	true
294             	smoothSolver	3.34398110e-01	2.23131800e-01	1000	1.98436640e-01	4.43968280e-04	1	false	smoothSolver	1.83710340e-05	1.19781110e-06	1	true	smoothSolver	1.83991950e-05	1.19988040e-06	1	true	GAMG	4.74824760e-01	3.65844210e-03	4	true
295             	smoothSolver	3.32520150e-01	2.20356710e-01	1000	2.03839270e-01	4.56264890e-04	1	false	smoothSolver	1.83232000e-05	1.19467740e-06	1	true	smoothSolver	1.83515690e-05	1.19675960e-06	1	true	GAMG	5.52038150e-01	5.05357800e-03	3	true
296             	smoothSolver	3.36262450e-01	2.20166560e-01	1000	2.04644580e-01	4.56700510e-04	1	false	smoothSolver	1.82753220e-05	1.19141410e-06	1	true	smoothSolver	1.83038940e-05	1.19350860e-06	1	true	GAMG	4.93041860e-01	2.95261720e-03	4	true
297             	smoothSolver	3.40363410e-01	2.23376580e-01	1000	1.99942800e-01	4.37834010e-04	1	false	smoothSolver	1.82252660e-05	1.18814480e-06	1	true	smoothSolver	1.82540340e-05	1.19025010e-06	1	true	GAMG	4.08330160e-01	3.37510990e-03	3	true
298             	smoothSolver	3.33447900e-01	2.24509820e-01	1000	1.98568460e-01	4.34924430e-04	1	false	smoothSolver	1.81753910e-05	1.18493030e-06	1	true	smoothSolver	1.82043340e-05	1.18704730e-06	1	true	GAMG	3.98276590e-01	3.59152470e-03	4	true
299             	smoothSolver	3.33683240e-01	2.22865210e-01	1000	2.01798960e-01	4.53849740e-04	1	false	smoothSolver	1.81262160e-05	1.18171150e-06	1	true	smoothSolver	1.81553470e-05	1.18384070e-06	1	true	GAMG	4.76465890e-01	3.62032650e-03	3	true
300             	smoothSolver	3.34959120e-01	2.24650040e-01	1000	2.03472350e-01	4.67752930e-04	1	false	smoothSolver	1.80768710e-05	1.17833330e-06	1	true	smoothSolver	1.81062000e-05	1.18047350e-06	1	true	GAMG	5.17004120e-01	4.26296400e-03	3	true
301             	smoothSolver	3.36914430e-01	2.21374870e-01	1000	1.98540960e-01	4.56312300e-04	1	false	smoothSolver	1.80250490e-05	1.17484770e-06	1	true	smoothSolver	1.80545560e-05	1.17699860e-06	1	true	GAMG	4.53399910e-01	3.00441190e-03	3	true
302             	smoothSolver	3.36225810e-01	2.25783460e-01	1000	1.90155510e-01	4.22820360e-04	1	false	smoothSolver	1.79719010e-05	1.17175250e-06	1	true	smoothSolver	1.80015790e-05	1.17391500e-06	1	true	GAMG	4.03870020e-01	1.57613220e-03	4	true
303             	smoothSolver	3.30635610e-01	2.21585780e-01	1000	1.94669930e-01	4.35739830e-04	1	false	smoothSolver	1.79246010e-05	1.16853690e-06	1	true	smoothSolver	1.79544640e-05	1.17071110e-06	1	true	GAMG	4.37154070e-01	4.02167240e-03	3	true
304             	smoothSolver	3.37259050e-01	2.23741260e-01	1000	2.00863410e-01	4.49387990e-04	1	false	smoothSolver	1.78753720e-05	1.16565830e-06	1	true	smoothSolver	1.79054310e-05	1.16784640e-06	1	true	GAMG	4.64981400e-01	4.19351480e-03	3	true
305             	smoothSolver	3.28255710e-01	2.21248840e-01	1000	2.03766850e-01	4.71102260e-04	1	false	smoothSolver	1.78317530e-05	1.16307180e-06	1	true	smoothSolver	1.78620250e-05	1.16527520e-06	1	true	GAMG	5.20758130e-01	4.09988410e-03	3	true
306             	smoothSolver	3.36440790e-01	2.21049590e-01	1000	2.01442440e-01	4.66462380e-04	1	false	smoothSolver	1.77921440e-05	1.16044200e-06	1	true	smoothSolver	1.78226550e-05	1.16266040e-06	1	true	GAMG	5.34940880e-01	4.71041480e-03	3	true
307             	smoothSolver	3.34353830e-01	2.25109320e-01	1000	1.98466890e-01	4.61589980e-04	1	false	smoothSolver	1.77518820e-05	1.15773200e-06	1	true	smoothSolver	1.77826310e-05	1.15996460e-06	1	true	GAMG	4.64748300e-01	3.34528120e-03	3	true
308             	smoothSolver	3.34599740e-01	2.25857300e-01	1000	1.95363270e-01	4.55892450e-04	1	false	smoothSolver	1.77103620e-05	1.15502830e-06	1	true	smoothSolver	1.77413370e-05	1.15727450e-06	1	true	GAMG	4.36693640e-01	3.55143370e-03	3	true
309             	smoothSolver	3.34771140e-01	2.25254330e-01	1000	1.97412500e-01	4.47438150e-04	1	false	smoothSolver	1.76690370e-05	1.15225860e-06	1	true	smoothSolver	1.77002250e-05	1.15451800e-06	1	true	GAMG	5.18414740e-01	4.01240300e-03	3	true
310             	smoothSolver	3.35187720e-01	2.22200210e-01	1000	1.99155980e-01	4.43694230e-04	1	false	smoothSolver	1.76265830e-05	1.14939540e-06	1	true	smoothSolver	1.76579840e-05	1.15166840e-06	1	true	GAMG	5.28834310e-01	3.65039620e-03	3	true
311             	smoothSolver	3.34669800e-01	2.23469840e-01	1000	1.96056310e-01	4.33388480e-04	1	false	smoothSolver	1.75827310e-05	1.14643370e-06	1	true	smoothSolver	1.76143480e-05	1.14871910e-06	1	true	GAMG	4.90383360e-01	3.14692700e-03	3	true
312             	smoothSolver	3.33737010e-01	2.25028240e-01	1000	1.85763560e-01	4.09808330e-04	1	false	smoothSolver	1.75373340e-05	1.14336360e-06	1	true	smoothSolver	1.75691490e-05	1.14566100e-06	1	true	GAMG	5.20366340e-01	3.91062060e-03	3	true
313             	smoothSolver	3.31048810e-01	2.26659450e-01	1000	1.85302640e-01	4.04650980e-04	1	false	smoothSolver	1.74903180e-05	1.14019570e-06	1	true	smoothSolver	1.75223230e-05	1.14250420e-06	1	true	GAMG	4.96857480e-01	3.97367960e-03	3	true
314             	smoothSolver	3.26768620e-01	2.23988530e-01	1000	1.86737630e-01	4.14387950e-04	1	false	smoothSolver	1.74417580e-05	1.13690010e-06	1	true	smoothSolver	1.74739420e-05	1.13921960e-06	1	true	GAMG	4.36915920e-01	3.73515250e-03	3	true
315             	smoothSolver	3.33140450e-01	2.19432610e-01	1000	1.84925290e-01	4.10137200e-04	1	false	smoothSolver	1.73912750e-05	1.13355590e-06	1	true	smoothSolver	1.74236360e-05	1.13588820e-06	1	true	GAMG	5.06920330e-01	4.33147130e-03	3	true
316             	smoothSolver	3.27265240e-01	2.19953220e-01	1000	1.82661850e-01	4.05776100e-04	1	false	smoothSolver	1.73400990e-05	1.13018400e-06	1	true	smoothSolver	1.73726640e-05	1.13252640e-06	1	true	GAMG	4.49069840e-01	2.67316200e-03	4	true
317             	smoothSolver	3.27642490e-01	2.22383520e-01	1000	1.81688910e-01	4.02092530e-04	1	false	smoothSolver	1.72884550e-05	1.12674940e-06	1	true	smoothSolver	1.73211900e-05	1.12910200e-06	1	true	GAMG	4.89159510e-01	4.73698080e-03	3	true
318             	smoothSolver	3.28316590e-01	2.15660630e-01	1000	1.79488070e-01	3.96171900e-04	1	false	smoothSolver	1.72358610e-05	1.12321280e-06	1	true	smoothSolver	1.72687580e-05	1.12557490e-06	1	true	GAMG	4.45325780e-01	3.24028360e-03	3	true
319             	smoothSolver	3.27900850e-01	2.18544000e-01	1000	1.79999610e-01	4.00164950e-04	1	false	smoothSolver	1.71816860e-05	1.11959640e-06	1	true	smoothSolver	1.72147350e-05	1.12196730e-06	1	true	GAMG	4.82735560e-01	4.72821940e-03	3	true
320             	smoothSolver	3.29466570e-01	2.19015450e-01	1000	1.87616710e-01	4.30260880e-04	1	false	smoothSolver	1.71263120e-05	1.11588320e-06	1	true	smoothSolver	1.71595100e-05	1.11826230e-06	1	true	GAMG	5.06658150e-01	4.68254580e-03	3	true
321             	smoothSolver	3.26522830e-01	2.18745540e-01	1000	1.87859520e-01	4.29969190e-04	1	false	smoothSolver	1.70694230e-05	1.11241770e-06	1	true	smoothSolver	1.71028150e-05	1.11481180e-06	1	true	GAMG	4.55472230e-01	3.09524410e-03	4	true
322             	smoothSolver	3.31199980e-01	2.20044880e-01	1000	1.82704700e-01	4.09235050e-04	1	false	smoothSolver	1.70166220e-05	1.10893310e-06	1	true	smoothSolver	1.70501930e-05	1.11133660e-06	1	true	GAMG	3.84212990e-01	1.54495340e-03	4	true
323             	smoothSolver	3.31045510e-01	2.20931500e-01	1000	1.81817250e-01	4.08893870e-04	1	false	smoothSolver	1.69632580e-05	1.10563230e-06	1	true	smoothSolver	1.69969830e-05	1.10805200e-06	1	true	GAMG	3.98781970e-01	3.45912810e-03	3	true
324             	smoothSolver	3.29883010e-01	2.23195560e-01	1000	1.84058760e-01	4.09147850e-04	1	false	smoothSolver	1.69130120e-05	1.10262940e-06	1	true	smoothSolver	1.69469900e-05	1.10506590e-06	1	true	GAMG	4.26120930e-01	3.87559640e-03	3	true
325             	smoothSolver	3.33185920e-01	2.21997040e-01	1000	1.84408560e-01	4.15852240e-04	1	false	smoothSolver	1.68673240e-05	1.10027560e-06	1	true	smoothSolver	1.69015740e-05	1.10273510e-06	1	true	GAMG	4.60751550e-01	3.09673220e-03	3	true
326             	smoothSolver	3.32198850e-01	2.25219710e-01	1000	1.86483270e-01	4.26753670e-04	1	false	smoothSolver	1.68317060e-05	1.09807080e-06	1	true	smoothSolver	1.68663080e-05	1.10054540e-06	1	true	GAMG	4.69023890e-01	2.96769770e-03	3	true
327             	smoothSolver	3.35473100e-01	2.25489730e-01	1000	1.81974810e-01	4.22271500e-04	1	false	smoothSolver	1.67979720e-05	1.09585940e-06	1	true	smoothSolver	1.68328120e-05	1.09834900e-06	1	true	GAMG	4.60511310e-01	3.69466880e-03	3	true
328             	smoothSolver	3.34896580e-01	2.29800770e-01	1000	1.87940630e-01	4.37588930e-04	1	false	smoothSolver	1.67641360e-05	1.09364820e-06	1	true	smoothSolver	1.67992100e-05	1.09615290e-06	1	true	GAMG	4.48991460e-01	3.87651240e-03	3	true
329             	smoothSolver	3.35453680e-01	2.25923960e-01	1000	1.91153230e-01	4.43764040e-04	1	false	smoothSolver	1.67303180e-05	1.09147530e-06	1	true	smoothSolver	1.67656280e-05	1.09399540e-06	1	true	GAMG	4.78211060e-01	4.05060420e-03	3	true
330             	smoothSolver	3.38626310e-01	2.24936170e-01	1000	1.95758830e-01	4.55807830e-04	1	false	smoothSolver	1.66971000e-05	1.08930110e-06	1	true	smoothSolver	1.67326530e-05	1.09183610e-06	1	true	GAMG	5.04051150e-01	2.98032380e-03	3	true
331             	smoothSolver	3.35756430e-01	2.26008560e-01	1000	1.96049670e-01	4.58533870e-04	1	false	smoothSolver	1.66638310e-05	1.08712130e-06	1	true	smoothSolver	1.66996170e-05	1.08967100e-06	1	true	GAMG	4.68679960e-01	4.38103530e-03	3	true
332             	smoothSolver	3.36095710e-01	2.25632450e-01	1000	1.87346460e-01	4.29865600e-04	1	false	smoothSolver	1.66304780e-05	1.08497400e-06	1	true	smoothSolver	1.66664950e-05	1.08754010e-06	1	true	GAMG	4.63895890e-01	2.71772180e-03	3	true
333             	smoothSolver	3.36681830e-01	2.28373430e-01	1000	1.83770650e-01	4.20316390e-04	1	false	smoothSolver	1.65976770e-05	1.08285710e-06	1	true	smoothSolver	1.66339510e-05	1.08543790e-06	1	true	GAMG	4.73956190e-01	3.86555300e-03	4	true
334             	smoothSolver	3.37257180e-01	2.26898770e-01	1000	1.86492330e-01	4.34725640e-04	1	false	smoothSolver	1.65652840e-05	1.08073430e-06	1	true	smoothSolver	1.66017890e-05	1.08332990e-06	1	true	GAMG	4.04505760e-01	2.86407630e-03	3	true
335             	smoothSolver	3.36197580e-01	2.23889920e-01	1000	1.86215430e-01	4.28424240e-04	1	false	smoothSolver	1.65328040e-05	1.07866370e-06	1	true	smoothSolver	1.65695400e-05	1.08127590e-06	1	true	GAMG	4.40869160e-01	4.28876190e-03	3	true
336             	smoothSolver	3.35341030e-01	2.26016890e-01	1000	1.90253110e-01	4.32916980e-04	1	false	smoothSolver	1.65011880e-05	1.07661690e-06	1	true	smoothSolver	1.65381850e-05	1.07924390e-06	1	true	GAMG	4.87954750e-01	4.46006670e-03	3	true
337             	smoothSolver	3.31485420e-01	2.25367980e-01	1000	1.89466330e-01	4.22422040e-04	1	false	smoothSolver	1.64698650e-05	1.07456080e-06	1	true	smoothSolver	1.65070920e-05	1.07720360e-06	1	true	GAMG	4.23523270e-01	3.29868910e-03	3	true
338             	smoothSolver	3.34492610e-01	2.20824620e-01	1000	1.90146310e-01	4.21699370e-04	1	false	smoothSolver	1.64384770e-05	1.07262960e-06	1	true	smoothSolver	1.64759830e-05	1.07528950e-06	1	true	GAMG	4.11453220e-01	2.64143940e-03	4	true
339             	smoothSolver	3.33711020e-01	2.25216210e-01	1000	1.91440360e-01	4.26941110e-04	1	false	smoothSolver	1.64089470e-05	1.07068330e-06	1	true	smoothSolver	1.64466880e-05	1.07335790e-06	1	true	GAMG	4.98737750e-01	3.99719860e-03	3	true
340             	smoothSolver	3.27725610e-01	2.19351420e-01	1000	1.95166690e-01	4.34874150e-04	1	false	smoothSolver	1.63791560e-05	1.06881050e-06	1	true	smoothSolver	1.64171270e-05	1.07150530e-06	1	true	GAMG	4.17877030e-01	4.08226640e-03	3	true
341             	smoothSolver	3.35700230e-01	2.21748260e-01	1000	1.93924870e-01	4.42038060e-04	1	false	smoothSolver	1.63506440e-05	1.06702570e-06	1	true	smoothSolver	1.63889270e-05	1.06973550e-06	1	true	GAMG	3.62006130e-01	3.52624150e-03	4	true
342             	smoothSolver	3.32242520e-01	2.19091460e-01	1000	1.95920780e-01	4.35073780e-04	1	false	smoothSolver	1.63233100e-05	1.06521370e-06	1	true	smoothSolver	1.63618280e-05	1.06793820e-06	1	true	GAMG	4.83475880e-01	3.64735750e-03	4	true
343             	smoothSolver	3.31346180e-01	2.24475320e-01	1000	1.95743400e-01	4.40109340e-04	1	false	smoothSolver	1.62955640e-05	1.06360630e-06	1	true	smoothSolver	1.63343150e-05	1.06635390e-06	1	true	GAMG	4.55052530e-01	2.62310490e-03	3	true
344             	smoothSolver	3.32143580e-01	2.25584920e-01	1000	1.98195500e-01	4.48473740e-04	1	false	smoothSolver	1.62711470e-05	1.06199420e-06	1	true	smoothSolver	1.63102530e-05	1.06475690e-06	1	true	GAMG	4.76597830e-01	3.64730840e-03	3	true
345             	smoothSolver	3.38601400e-01	2.23260350e-01	1000	1.97477440e-01	4.52972780e-04	1	false	smoothSolver	1.62464450e-05	1.06037250e-06	1	true	smoothSolver	1.62857860e-05	1.06316020e-06	1	true	GAMG	4.63935170e-01	3.02760870e-03	3	true
346             	smoothSolver	3.30561580e-01	2.24594590e-01	1000	1.92221010e-01	4.43452980e-04	1	false	smoothSolver	1.62218580e-05	1.05900000e-06	1	true	smoothSolver	1.62615820e-05	1.06180350e-06	1	true	GAMG	4.95787530e-01	4.30765960e-03	3	true
347             	smoothSolver	3.27955760e-01	2.25207540e-01	1000	1.91482140e-01	4.44070230e-04	1	false	smoothSolver	1.62008050e-05	1.05756390e-06	1	true	smoothSolver	1.62407750e-05	1.06038260e-06	1	true	GAMG	4.99255880e-01	4.33056780e-03	3	true
348             	smoothSolver	3.32693680e-01	2.20341780e-01	1000	1.90718220e-01	4.37995660e-04	1	false	smoothSolver	1.61787810e-05	1.05606910e-06	1	true	smoothSolver	1.62189880e-05	1.05890290e-06	1	true	GAMG	4.90590600e-01	2.78259390e-03	3	true
349             	smoothSolver	3.33021700e-01	2.18836050e-01	1000	1.88824610e-01	4.29201480e-04	1	false	smoothSolver	1.61558650e-05	1.05481780e-06	1	true	smoothSolver	1.61963100e-05	1.05767880e-06	1	true	GAMG	5.01022260e-01	4.53781110e-03	3	true
350             	smoothSolver	3.31348190e-01	2.20599030e-01	1000	1.91446880e-01	4.39188460e-04	1	false	smoothSolver	1.61369250e-05	1.05352030e-06	1	true	smoothSolver	1.61777850e-05	1.05639610e-06	1	true	GAMG	4.87332690e-01	3.37523300e-03	3	true
351             	smoothSolver	3.26571620e-01	2.20640250e-01	1000	1.96033840e-01	4.45403180e-04	1	false	smoothSolver	1.61170000e-05	1.05213710e-06	1	true	smoothSolver	1.61580930e-05	1.05502780e-06	1	true	GAMG	4.66521470e-01	2.64120180e-03	4	true
352             	smoothSolver	3.30017320e-01	2.23983210e-01	1000	1.98257600e-01	4.48847720e-04	1	false	smoothSolver	1.60957700e-05	1.05068040e-06	1	true	smoothSolver	1.61370960e-05	1.05358610e-06	1	true	GAMG	5.30218100e-01	4.55296080e-03	3	true
353             	smoothSolver	3.29168250e-01	2.18549940e-01	1000	1.96557310e-01	4.47106410e-04	1	false	smoothSolver	1.60734270e-05	1.04932720e-06	1	true	smoothSolver	1.61149850e-05	1.05225810e-06	1	true	GAMG	5.38415900e-01	4.35840980e-03	3	true
354             	smoothSolver	3.30446700e-01	2.19191760e-01	1000	1.92493600e-01	4.37210690e-04	1	false	smoothSolver	1.60528600e-05	1.04796440e-06	1	true	smoothSolver	1.60948030e-05	1.05090970e-06	1	true	GAMG	4.56140930e-01	4.34127550e-03	3	true
355             	smoothSolver	3.30721680e-01	2.24925440e-01	1000	1.89059150e-01	4.29417410e-04	1	false	smoothSolver	1.60319210e-05	1.04649710e-06	1	true	smoothSolver	1.60740900e-05	1.04945640e-06	1	true	GAMG	4.92836720e-01	3.38033680e-03	3	true
356             	smoothSolver	3.28819380e-01	2.26634900e-01	1000	1.89915310e-01	4.34871490e-04	1	false	smoothSolver	1.60093880e-05	1.04493650e-06	1	true	smoothSolver	1.60517760e-05	1.04790960e-06	1	true	GAMG	4.67254380e-01	3.16770790e-03	3	true
357             	smoothSolver	3.31167270e-01	2.17090060e-01	1000	1.90841680e-01	4.41755340e-04	1	false	smoothSolver	1.59854320e-05	1.04329270e-06	1	true	smoothSolver	1.60280380e-05	1.04627970e-06	1	true	GAMG	4.51812140e-01	2.74193950e-03	3	true
358             	smoothSolver	3.32123440e-01	2.21095040e-01	1000	1.91034550e-01	4.45280180e-04	1	false	smoothSolver	1.59602120e-05	1.04157480e-06	1	true	smoothSolver	1.60030320e-05	1.04457520e-06	1	true	GAMG	4.63022830e-01	2.57568840e-03	4	true
359             	smoothSolver	3.31722510e-01	2.21875810e-01	1000	1.94572480e-01	4.54143550e-04	1	false	smoothSolver	1.59338570e-05	1.03978970e-06	1	true	smoothSolver	1.59768910e-05	1.04280360e-06	1	true	GAMG	4.07452760e-01	2.95687460e-03	4	true
360             	smoothSolver	3.34786840e-01	2.21235650e-01	1000	1.97418980e-01	4.65141910e-04	1	false	smoothSolver	1.59064770e-05	1.03794330e-06	1	true	smoothSolver	1.59497220e-05	1.04097070e-06	1	true	GAMG	5.23730150e-01	4.88587230e-03	3	true
361             	smoothSolver	3.38624410e-01	2.19219240e-01	1000	1.98808680e-01	4.68098210e-04	1	false	smoothSolver	1.58781610e-05	1.03604070e-06	1	true	smoothSolver	1.59216140e-05	1.03908110e-06	1	true	GAMG	4.84563420e-01	2.44068790e-03	3	true
362             	smoothSolver	3.35506970e-01	2.21087800e-01	1000	1.96304020e-01	4.57676430e-04	1	false	smoothSolver	1.58489820e-05	1.03408550e-06	1	true	smoothSolver	1.58926400e-05	1.03713870e-06	1	true	GAMG	4.79707260e-01	3.41323840e-03	3	true
363             	smoothSolver	3.33796180e-01	2.21957700e-01	1000	1.99587300e-01	4.59806520e-04	1	false	smoothSolver	1.58189970e-05	1.03213510e-06	1	true	smoothSolver	1.58628570e-05	1.03520410e-06	1	true	GAMG	4.85261020e-01	3.05277270e-03	3	true
364             	smoothSolver	3.35350530e-01	2.16878690e-01	1000	2.01370530e-01	4.60515850e-04	1	false	smoothSolver	1.57892810e-05	1.03056930e-06	1	true	smoothSolver	1.58333900e-05	1.03365880e-06	1	true	GAMG	4.72426000e-01	3.04385350e-03	3	true
365             	smoothSolver	3.38554790e-01	2.22024170e-01	1000	2.00466690e-01	4.53839910e-04	1	false	smoothSolver	1.57655930e-05	1.02923930e-06	1	true	smoothSolver	1.58100210e-05	1.03234310e-06	1	true	GAMG	4.86293820e-01	4.32693490e-03	3	true
366             	smoothSolver	3.33612750e-01	2.23010410e-01	1000	1.99150990e-01	4.49188200e-04	1	false	smoothSolver	1.57451470e-05	1.02814970e-06	1	true	smoothSolver	1.57897890e-05	1.03127720e-06	1	true	GAMG	5.48062180e-01	4.60191090e-03	3	true
367             	smoothSolver	3.38433400e-01	2.24462530e-01	1000	2.02222030e-01	4.55751950e-04	1	false	smoothSolver	1.57287410e-05	1.02713770e-06	1	true	smoothSolver	1.57737420e-05	1.03027880e-06	1	true	GAMG	5.05123150e-01	3.21991220e-03	3	true
368             	smoothSolver	3.34234720e-01	2.24560880e-01	1000	2.04895260e-01	4.66510550e-04	1	false	smoothSolver	1.57130650e-05	1.02605420e-06	1	true	smoothSolver	1.57582810e-05	1.02920870e-06	1	true	GAMG	5.01606670e-01	2.99495340e-03	3	true
369             	smoothSolver	3.36662620e-01	2.24555250e-01	1000	2.06308100e-01	4.75752210e-04	1	false	smoothSolver	1.56963830e-05	1.02511390e-06	1	true	smoothSolver	1.57418070e-05	1.02829260e-06	1	true	GAMG	5.08004740e-01	4.13947460e-03	3	true
370             	smoothSolver	3.36340930e-01	2.23725100e-01	1000	2.06776450e-01	4.78908490e-04	1	false	smoothSolver	1.56820900e-05	1.02423440e-06	1	true	smoothSolver	1.57278830e-05	1.02742650e-06	1	true	GAMG	5.45635680e-01	3.84210830e-03	4	true
371             	smoothSolver	3.43652700e-01	2.30088880e-01	1000	2.05813680e-01	4.78663670e-04	1	false	smoothSolver	1.56684680e-05	1.02321620e-06	1	true	smoothSolver	1.57144680e-05	1.02642090e-06	1	true	GAMG	4.77002140e-01	3.27392620e-03	3	true
372             	smoothSolver	3.37248610e-01	2.21794150e-01	1000	2.08103960e-01	4.78895090e-04	1	false	smoothSolver	1.56526100e-05	1.02211720e-06	1	true	smoothSolver	1.56988080e-05	1.02533470e-06	1	true	GAMG	5.01718140e-01	4.53051170e-03	3	true
373             	smoothSolver	3.42251660e-01	2.27905280e-01	1000	2.08767250e-01	4.76844740e-04	1	false	smoothSolver	1.56356060e-05	1.02087540e-06	1	true	smoothSolver	1.56820020e-05	1.02410560e-06	1	true	GAMG	5.71507180e-01	3.85888030e-03	4	true
374             	smoothSolver	3.41362380e-01	2.26171680e-01	1000	2.05440660e-01	4.70265410e-04	1	false	smoothSolver	1.56163030e-05	1.01979710e-06	1	true	smoothSolver	1.56628940e-05	1.02304790e-06	1	true	GAMG	4.83335460e-01	3.28819350e-03	3	true
375             	smoothSolver	3.41419480e-01	2.25190060e-01	1000	2.03166450e-01	4.66020640e-04	1	false	smoothSolver	1.55997740e-05	1.01860520e-06	1	true	smoothSolver	1.56466790e-05	1.02186760e-06	1	true	GAMG	4.64824540e-01	4.45249540e-03	3	true
376             	smoothSolver	3.40209830e-01	2.31291440e-01	1000	2.01527830e-01	4.65910190e-04	1	false	smoothSolver	1.55812510e-05	1.01734630e-06	1	true	smoothSolver	1.56283360e-05	1.02062040e-06	1	true	GAMG	5.32341650e-01	4.04452150e-03	3	true
377             	smoothSolver	3.42752870e-01	2.28126880e-01	1000	2.04431380e-01	4.76185940e-04	1	false	smoothSolver	1.55615860e-05	1.01592320e-06	1	true	smoothSolver	1.56088530e-05	1.01920860e-06	1	true	GAMG	5.15948400e-01	4.67389050e-03	3	true
378             	smoothSolver	3.38907620e-01	2.24769260e-01	1000	2.04376740e-01	4.77590720e-04	1	false	smoothSolver	1.55394680e-05	1.01444190e-06	1	true	smoothSolver	1.55869100e-05	1.01773860e-06	1	true	GAMG	5.71440770e-01	4.45060880e-03	3	true
379             	smoothSolver	3.44673430e-01	2.28464800e-01	1000	2.03904730e-01	4.73576420e-04	1	false	smoothSolver	1.55163350e-05	1.01283430e-06	1	true	smoothSolver	1.55639530e-05	1.01614200e-06	1	true	GAMG	5.45913630e-01	3.07255800e-03	3	true
